INST CODE,INSTITUTE NAME,DIST,YEAR_OF_EST,BRANCH,OC,BC_A,BC_B,BC_C,BC_D,BC_E,SC,ST,AFFILIATED,CODE
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MDL,2008,ECE,75608,90024,95859,75608,85777,98592,90372,91788,JNTUH,2
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,MDL,2008,EEE,44613,44613,44613,44613,44613,44613,98804,44613,JNTUH,2
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,RR,1997,CIV,18355,79553,48606,72271,40815,77548,70404,50580,JNTUH,2
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,RR,1997,CSE,6016,25007,9967,15648,10954,19067,32664,32493,JNTUH,2
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,RR,1997,ECE,9270,32652,15562,22208,16066,28450,46786,50630,JNTUH,2
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,RR,1997,EEE,13940,54422,30241,95775,30434,56834,55566,44109,JNTUH,2
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,RR,1997,INF,8496,40536,16250,36853,13689,29029,47947,35633,JNTUH,2
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,RR,1997,MCT,29463,77758,94440,29463,44896,55665,87090,75537,JNTUH,2
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,RR,1997,MEC,23794,75074,93045,43671,44495,67074,78939,80622,JNTUH,2
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY,RR,1997,MMT,61234,88758,80942,61234,94166,61234,83814,83956,JNTUH,2
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NLG,2013,CSE,32995,78896,68827,32995,86245,88639,67162,90723,MGUN,2
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NLG,2013,ECE,40580,87974,95291,52235,72233,93573,99576,74073,MGUN,2
MGUNSF,MGU COLLEGE OF ENGINEERING AND TECHNOLOGY,NLG,2013,EEE,95594,95594,95594,95594,95594,95594,98285,95594,MGUN,2
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,HYD,2001,ANE,43173,91668,97438,91569,93530,79484,92044,92488,JNTUH,2
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,HYD,2001,CIV,53587,95916,93764,53587,97920,88654,98185,75916,JNTUH,2
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,HYD,2001,CSE,27199,93558,51471,48243,48246,81977,98916,83955,JNTUH,2
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,HYD,2001,ECE,35280,84711,63170,35280,76747,96751,98256,99450,JNTUH,2
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,HYD,2001,EEE,59182,98585,91994,59182,97418,74665,99099,81890,JNTUH,2
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,HYD,2001,INF,34491,92475,62815,34491,57392,78783,86253,36774,JNTUH,2
MHVR,MAHAVEER INSTITUTE OF SCI AND TECHNOLOGY,HYD,2001,MEC,32376,32376,95408,32376,85324,32376,83623,92252,JNTUH,2
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,NLG,2008,CSE,88766,88766,93094,88766,94589,88766,96681,88766,JNTUH,2
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,NLG,2008,ECE,93380,95987,99519,93380,93380,93380,96151,93380,JNTUH,2
MINA,MINA INST OF ENGG AND TECHNOLOGY FOR WOMEN,NLG,2008,EEE,92691,92691,92691,92691,92691,92691,98194,92691,JNTUH,2
MLID,M L R INSTITUTE OF TECHNOLOGY,MDL,2005,ANE,49454,87147,98063,49454,72168,91911,93756,99386,JNTUH,2
MLID,M L R INSTITUTE OF TECHNOLOGY,MDL,2005,CSE,16954,61686,26397,40576,33535,54149,80166,89960,JNTUH,2
MLID,M L R INSTITUTE OF TECHNOLOGY,MDL,2005,ECE,22904,82980,40606,63098,45915,85200,91305,91330,JNTUH,2
MLID,M L R INSTITUTE OF TECHNOLOGY,MDL,2005,EEE,35608,68101,69135,35608,57281,70389,99112,80268,JNTUH,2
MLID,M L R INSTITUTE OF TECHNOLOGY,MDL,2005,INF,24329,93103,34671,37247,43652,61904,90593,87918,JNTUH,2
MLID,M L R INSTITUTE OF TECHNOLOGY,MDL,2005,MEC,63507,90954,97283,75772,80527,75327,96265,90791,JNTUH,2
MLRD,MALLA REDDY COLLEGE OF ENGG,MDL,2004,ANE,53714,85774,82327,75099,93367,92875,94397,80281,JNTUH,2
MLRD,MALLA REDDY COLLEGE OF ENGG,MDL,2004,CSE,15973,57399,25258,83838,30129,71464,65770,61394,JNTUH,2
MLRD,MALLA REDDY COLLEGE OF ENGG,MDL,2004,ECE,20415,98170,43045,37678,38731,89684,86495,86562,JNTUH,2
MLRD,MALLA REDDY COLLEGE OF ENGG,MDL,2004,EEE,29686,62810,65523,29686,47860,32852,92159,59419,JNTUH,2
MLRD,MALLA REDDY COLLEGE OF ENGG,MDL,2004,INF,22045,91917,40250,22045,37613,93935,95050,72804,JNTUH,2
MLRD,MALLA REDDY COLLEGE OF ENGG,MDL,2004,MEC,60308,85077,98965,72685,99238,98313,99157,93947,JNTUH,2
MLRS,MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT,MDL,2009,CIV,59953,87284,97650,59953,93387,97277,99584,94342,JNTUH,2
MLRS,MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT,MDL,2009,CSE,23939,69301,35962,72850,42194,64333,91907,88510,JNTUH,2
MLRS,MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT,MDL,2009,ECE,33373,81662,58020,47625,48182,97694,98952,90365,JNTUH,2
MLRS,MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT,MDL,2009,EEE,46164,80613,91839,78202,71143,78264,91130,82833,JNTUH,2
MLRS,MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT,MDL,2009,INF,29808,74855,50963,45836,45944,29808,95695,31225,JNTUH,2
MLRS,MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT,MDL,2009,MEC,63857,63857,85140,63857,85470,63857,96651,76798,JNTUH,2
MLTM,MALLA REDDY COLLEGE OF ENGG,MDL,2008,CIV,87868,91015,91769,87868,94098,93542,97124,99438,JNTUH,2
MLTM,MALLA REDDY COLLEGE OF ENGG,MDL,2008,CSE,32845,85013,52941,52596,52440,88138,95245,98137,JNTUH,2
MLTM,MALLA REDDY COLLEGE OF ENGG,MDL,2008,ECE,47530,82597,76363,58765,60902,59121,86508,84449,JNTUH,2
MNRT,MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,SRD,2008,CSE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
MNRT,MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,SRD,2008,ECE,71433,82968,92957,71433,71433,83996,93034,71433,JNTUH,2
MNRT,MNRCOLLEGE OF ENGINEERING AND TECHNOLOGY,SRD,2008,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,KHM,2001,CIV,77980,77980,77980,77980,77980,77980,77980,90023,JNTUH,2
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,KHM,2001,CSE,64819,97777,87862,64819,79251,64819,99204,67775,JNTUH,2
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,KHM,2001,ECE,81139,92168,82700,81139,81139,81139,99188,86784,JNTUH,2
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,KHM,2001,EEE,81028,81028,81028,81028,81028,81028,81028,81028,JNTUH,2
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,KHM,2001,MEC,97387,97387,97387,97387,97387,97387,97387,97387,JNTUH,2
MOTK,MOTHER TERESA INSTITUTE OF SCI AND TECHNOLOGY,KHM,2001,MIN,63987,84978,84590,63987,63987,63987,90910,63987,JNTUH,2
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MDL,2005,CSE,26677,80577,45997,85363,43032,80030,90088,68768,JNTUH,2
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MDL,2005,INF,31936,88493,51572,39768,52443,89913,90418,90003,JNTUH,2
MRCE,MALLA REDDY COLLEGE OF ENGINEERING,MDL,2005,MEC,84753,92480,92841,97133,92559,96716,99542,90191,JNTUH,2
MRCP,MALLA REDDY COLLEGE OF PHARMACY,MDL,2004,PHD,99633,99633,99633,99633,99633,99633,99633,99633,OU,2
MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),MDL,2008,CSE,16987,56040,26385,28561,27394,54678,83418,63758,JNTUH,2
MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),MDL,2008,ECE,22325,84564,44571,55306,39073,92822,89917,88001,JNTUH,2
MRCW,MALLA REDDY ENGG COLLEGE FOR WOMEN (AUTONOMOUS),MDL,2008,EEE,20612,51393,43712,20612,55781,97396,92513,68162,JNTUH,2
MREC,MALLAREDDY ENGINEERING COLLEGE AUTONOMOUS,MDL,2002,CIV,33699,97451,99207,59857,93567,87848,90001,88598,JNTUH,2
MREC,MALLAREDDY ENGINEERING COLLEGE AUTONOMOUS,MDL,2002,ECE,17392,70342,30827,98687,33678,65097,77507,69546,JNTUH,2
MREC,MALLAREDDY ENGINEERING COLLEGE AUTONOMOUS,MDL,2002,EEE,26427,79243,64990,41899,60898,94209,89282,75016,JNTUH,2
MREC,MALLAREDDY ENGINEERING COLLEGE AUTONOMOUS,MDL,2002,INF,15690,61907,24864,25405,31756,48181,78745,80699,JNTUH,2
MREC,MALLAREDDY ENGINEERING COLLEGE AUTONOMOUS,MDL,2002,MEC,73943,90085,97732,73943,96131,90451,99217,78631,JNTUH,2
MREC,MALLAREDDY ENGINEERING COLLEGE AUTONOMOUS,MDL,2002,MIN,95714,95714,95714,95714,95714,95714,95714,95714,JNTUH,2
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT AND SCIENCES,MDL,2008,CIV,93590,93590,96760,93590,93590,93590,99400,98261,JNTUH,2
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT AND SCIENCES,MDL,2008,CSE,24421,93005,52061,96528,47829,69841,89871,75229,JNTUH,2
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT AND SCIENCES,MDL,2008,ECE,46566,96839,74743,68432,66916,77290,80176,92120,JNTUH,2
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT AND SCIENCES,MDL,2008,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT AND SCIENCES,MDL,2008,INF,41177,73277,75703,60873,60638,85894,42616,42980,JNTUH,2
MREM,MALLA REDDY ENGINEERING COLLEGE AND MANAGEMENT AND SCIENCES,MDL,2008,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
MRET,MALLAREDDY INST OF ENGG AND TECHNOLOGY,MDL,2007,CSE,32325,88156,54002,57796,52614,86880,99537,90824,JNTUH,2
MRET,MALLAREDDY INST OF ENGG AND TECHNOLOGY,MDL,2007,ECE,46467,76316,75651,58091,58607,72601,88820,95482,JNTUH,2
MRET,MALLAREDDY INST OF ENGG AND TECHNOLOGY,MDL,2007,EEE,66813,88951,88291,66813,91935,66813,97858,98038,JNTUH,2
MRET,MALLAREDDY INST OF ENGG AND TECHNOLOGY,MDL,2007,INF,43436,63273,68873,43436,53944,93794,81657,43436,JNTUH,2
MREW,MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,MDL,2008,CSE,29320,79227,49903,44089,48495,88555,96573,97843,JNTUH,2
MREW,MALLA REDDY COLLEGE OF ENGINEERING FOR WOMEN,MDL,2008,ECE,43356,79130,75791,57812,57424,73591,70705,98298,JNTUH,2
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MDL,2005,CIV,71622,75948,98190,71622,95885,71622,98902,97254,JNTUH,2
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MDL,2005,CSE,28536,70543,45599,45180,47587,78573,97253,99018,JNTUH,2
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MDL,2005,ECE,42959,94488,60702,59028,59648,89486,97672,50632,JNTUH,2
MRIT,MALLAREDDY INST OF TECHNOLOGY AND SCI,MDL,2005,INF,38863,67489,57069,38863,49755,39951,40695,91133,JNTUH,2
MRTN,ST MARTINS ENGINEERING COLLEGE,MDL,2002,CIV,83806,83806,96832,87998,92825,87447,92544,95977,JNTUH,2
MRTN,ST MARTINS ENGINEERING COLLEGE,MDL,2002,CSE,20864,76762,35015,76846,33560,86704,89213,90096,JNTUH,2
MRTN,ST MARTINS ENGINEERING COLLEGE,MDL,2002,ECE,31279,85413,51452,43516,47839,92304,99211,99621,JNTUH,2
MRTN,ST MARTINS ENGINEERING COLLEGE,MDL,2002,EEE,42298,88231,96029,83360,61563,83791,98102,93856,JNTUH,2
MRTN,ST MARTINS ENGINEERING COLLEGE,MDL,2002,INF,25817,82261,44937,25817,38613,73932,99603,26450,JNTUH,2
MRTN,ST MARTINS ENGINEERING COLLEGE,MDL,2002,MEC,92010,93622,92010,92010,92010,92010,92010,92010,JNTUH,2
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PDL,1999,CSE,70651,89673,90625,70651,92978,96529,93344,98883,JNTUH,2
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PDL,1999,ECE,74805,74805,86536,74805,77891,97129,99478,85262,JNTUH,2
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PDL,1999,EEE,57887,74621,57887,57887,57887,57887,91103,80563,JNTUH,2
MTEC,MOTHER THERESA COLLEGE OF ENGG AND TECHNOLOGY,PDL,1999,MEC,37489,37489,37489,88048,45557,37489,73275,37489,JNTUH,2
MVSR,M V S R ENGINEERING COLLEGE,RR,1981,AUT,45509,56742,92923,56458,97519,45509,91542,81142,OU,2
MVSR,M V S R ENGINEERING COLLEGE,RR,1981,CIV,18605,56395,58332,74831,37578,49264,82265,40104,OU,2
MVSR,M V S R ENGINEERING COLLEGE,RR,1981,CSE,5361,20342,11272,28795,7540,14610,38053,40515,OU,2
MVSR,M V S R ENGINEERING COLLEGE,RR,1981,ECE,8106,31849,17149,17137,15960,30931,54358,34031,OU,2
MVSR,M V S R ENGINEERING COLLEGE,RR,1981,EEE,12649,64480,25046,12649,38342,60839,65301,45820,OU,2
MVSR,M V S R ENGINEERING COLLEGE,RR,1981,INF,9265,40830,16885,56586,15370,47736,67454,52817,OU,2
MVSR,M V S R ENGINEERING COLLEGE,RR,1981,MEC,23320,94819,92486,35244,63914,68847,96680,88195,OU,2
NETW,NOBLE COLLEGE OF ENGG TECHNOLOGY FOR WOMEN,RR,2008,CSE,93281,93281,98191,93281,95928,93281,98788,96975,JNTUH,2
NGIT,NEIL GOGTE INST OF TECHNOLOGY,MDL,2018,CSE,17268,62036,32085,64629,30956,89512,97027,90272,OU,2
NGIT,NEIL GOGTE INST OF TECHNOLOGY,MDL,2018,INF,25556,94679,41428,32054,53064,93807,94574,26788,OU,2
NGMA,NIGAMA ENGINEERING COLLEGE,PDL,2008,CSE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
NIET,NETAJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,YBG,2004,CSE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS,MDL,2009,CIV,21533,21533,76527,21533,78610,96394,89299,94805,JNTUH,2
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS,MDL,2009,CSE,35388,96245,65341,52640,59321,98326,99448,90614,JNTUH,2
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS,MDL,2009,ECE,52236,95657,98818,61990,68770,92453,90805,81360,JNTUH,2
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS,MDL,2009,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
NNRG,NALLA NARASIMHA REDDY EDNL SOC GRP OF INSTNS,MDL,2009,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE,MDL,2007,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE,MDL,2007,CSE,45212,93467,64698,53117,63950,95593,98155,48472,JNTUH,2
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE,MDL,2007,ECE,58337,84838,84741,74292,67662,93986,64849,67892,JNTUH,2
NRCM,NARSIMHAREDDY ENGINEERING COLLEGE,MDL,2007,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE,MDL,2001,CIV,39830,79112,97428,58065,75047,96113,92004,86839,JNTUH,2
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE,MDL,2001,CSE,26363,92186,48938,48776,48486,84370,97581,99531,JNTUH,2
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE,MDL,2001,ECE,41448,88833,81813,80745,54339,89390,98029,44598,JNTUH,2
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE,MDL,2001,EEE,72341,78858,92446,72341,82671,78917,96240,84587,JNTUH,2
NREC,NALLAMALLA REDDY ENGINEERING COLLEGE,MDL,2001,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
OUCE,O U COLLEGE OF ENGG,HYD,1925,BME,10308,19530,21696,10308,18426,22762,43184,27057,OU,2
OUCE,O U COLLEGE OF ENGG,HYD,1925,CIV,4778,8691,5524,9911,5907,15695,13001,11160,OU,2
OUCE,O U COLLEGE OF ENGG,HYD,1925,CSE,1220,3854,1967,1220,1672,1496,8659,11037,OU,2
OUCE,O U COLLEGE OF ENGG,HYD,1925,ECE,1673,5790,3057,7703,2567,3519,9080,7917,OU,2
OUCE,O U COLLEGE OF ENGG,HYD,1925,EEE,3318,6694,3659,7324,3733,12130,11015,8894,OU,2
OUCE,O U COLLEGE OF ENGG,HYD,1925,MEC,6420,10184,7667,6420,6420,11982,16095,11612,OU,2
OUCT,O U COLLEGE OF TECH,HYD,1969,CHE,9007,19907,13259,10604,14650,15731,28522,17264,OU,2
OUCT,O U COLLEGE OF TECH,HYD,1969,FPT,16422,54778,22435,16422,17701,65838,64326,32840,OU,2
OUCT,O U COLLEGE OF TECH,HYD,1969,TEX,15219,64409,24742,15219,27416,60578,29004,29487,OU,2
PALV,PALLAVI ENGINEERING COLLEGE,RR,2009,CIV,50024,50024,50024,50024,72189,50024,81926,88299,JNTUH,2
PALV,PALLAVI ENGINEERING COLLEGE,RR,2009,CSE,57129,87428,91739,74271,80820,79407,95754,90233,JNTUH,2
PALV,PALLAVI ENGINEERING COLLEGE,RR,2009,ECE,83613,83613,95235,83613,97158,83613,96932,83613,JNTUH,2
PALV,PALLAVI ENGINEERING COLLEGE,RR,2009,EEE,66148,66148,66148,66148,66148,66148,89452,66148,JNTUH,2
PALV,PALLAVI ENGINEERING COLLEGE,RR,2009,MEC,86844,88366,86844,86844,86844,86844,96838,98629,JNTUH,2
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,MDL,2009,CIV,45747,78432,45747,45747,57367,45747,99177,91780,JNTUH,2
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,MDL,2009,CSE,65063,92185,89736,78597,93148,94358,99299,98929,JNTUH,2
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,MDL,2009,ECE,84313,84313,96614,84313,88100,84313,96408,84313,JNTUH,2
PETW,PRINCETON INST OF ENGG TECH FOR WOMEN,MDL,2009,EEE,92961,92961,92961,92961,92961,92961,92961,92961,JNTUH,2
PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,KHM,2009,CSE,63440,87331,85271,91623,97382,77486,81151,83221,JNTUH,2
PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,KHM,2009,ECE,80132,80132,80132,80132,80132,80132,94953,92103,JNTUH,2
PRIW,PRIYADARSHINI INSTITUTE OF SCIENCE & TECHNOLOGY FOR WOMEN,KHM,2009,EEE,72979,72979,72979,72979,72979,72979,72979,95821,JNTUH,2
RITW,RISHI MS INST OF ENGG AND TECH FOR WOMEN,MDL,2009,CSE,43348,70974,66632,76505,68413,73502,97208,79997,JNTUH,2
RITW,RISHI MS INST OF ENGG AND TECH FOR WOMEN,MDL,2009,ECE,63274,92723,91674,63274,77472,81460,67902,75732,JNTUH,2
RITW,RISHI MS INST OF ENGG AND TECH FOR WOMEN,MDL,2009,INF,60686,86328,86483,81059,83375,84459,70286,70639,JNTUH,2
RRST,RRSCOLLEGE OF ENGINEERING AND TECHNOLOGY,SRD,2003,CSE,29195,29195,29195,29195,94122,29195,29195,29195,JNTUH,2
SAIK,SRI SAI EDNL SOC GRP OF INSTNS,SRP,2009,CIV,77053,77053,77053,77053,77053,97850,77053,77053,JNTUH,2
SAIK,SRI SAI EDNL SOC GRP OF INSTNS,SRP,2009,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,KHM,2001,CSE,65735,95887,84748,65735,98323,65735,98989,91916,JNTUH,2
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,KHM,2001,ECE,67866,67866,67866,67866,67866,67866,83628,89447,JNTUH,2
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,KHM,2001,EEE,84965,84965,84965,84965,84965,84965,96606,84965,JNTUH,2
SAIS,SAI SPURTI INSTITUTE OF TECHNOLOGY,KHM,2001,MEC,92297,92297,92297,92297,95956,92297,92297,98176,JNTUH,2
SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,KHM,2003,CIV,66186,66186,95242,66186,84797,88085,90708,99399,JNTUH,2
SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,KHM,2003,CSE,49349,96042,97264,75774,82005,74309,99517,76961,JNTUH,2
SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,KHM,2003,ECE,84633,88620,85270,84633,98393,88569,89911,98751,JNTUH,2
SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,KHM,2003,EEE,74626,74626,74626,74626,74626,74626,96149,82291,JNTUH,2
SBIT,SWARNA BHARATHI INSTITUTE OF SCI AND TECHNOLOGY,KHM,2003,MEC,78510,78510,78847,78510,78510,86397,84016,78510,JNTUH,2
SDES,SRI DATTA COLL OF ENGINEERING AND SCIENCE,RR,2001,CIV,88408,88408,88408,88408,88408,88408,97222,96837,JNTUH,2
SDES,SRI DATTA COLL OF ENGINEERING AND SCIENCE,RR,2001,CSE,55107,99336,95581,68997,72344,91624,97760,61977,JNTUH,2
SDES,SRI DATTA COLL OF ENGINEERING AND SCIENCE,RR,2001,ECE,84652,93196,87964,92628,96173,84652,98895,84652,JNTUH,2
SDES,SRI DATTA COLL OF ENGINEERING AND SCIENCE,RR,2001,EEE,45354,68623,82963,45354,75488,45354,74143,45354,JNTUH,2
SDES,SRI DATTA COLL OF ENGINEERING AND SCIENCE,RR,2001,MEC,60391,60391,96618,60391,60391,60391,94059,93176,JNTUH,2
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,RR,2001,CSE,25526,75417,42806,56929,46776,88558,90889,96531,JNTUH,2
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,RR,2001,ECE,40901,93928,77931,65442,63662,94880,63650,85490,JNTUH,2
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,RR,2001,EEE,37049,79532,95331,37049,81267,94918,68806,64673,JNTUH,2
SDEW,SRIDEVI WOMENS ENGINEERING COLLEGE,RR,2001,INF,38187,79209,62639,53281,56033,95907,89175,40683,JNTUH,2
SDGI,SREE DATTHA GRP OF INSTNS,RR,2005,CSE,51335,93376,98524,51335,81767,95230,94728,80593,JNTUH,2
SDGI,SREE DATTHA GRP OF INSTNS,RR,2005,ECE,95976,96346,97040,95976,95976,95976,95976,95976,JNTUH,2
SDGI,SREE DATTHA GRP OF INSTNS,RR,2005,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,RR,2008,CIV,79820,79820,92939,79820,79820,82878,96479,91941,JNTUH,2
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,RR,2008,CSE,52078,97528,93641,69759,77338,89045,98458,97073,JNTUH,2
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,RR,2008,ECE,69778,92718,98522,69778,98350,69778,89064,89910,JNTUH,2
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,RR,2008,EEE,79721,79721,79721,79721,79721,79721,94567,86723,JNTUH,2
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,RR,2008,MEC,70332,81861,86958,70332,96184,70332,99533,70332,JNTUH,2
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,MDL,2008,CIV,79936,79936,79936,93735,79936,79936,96674,99209,JNTUH,2
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,MDL,2008,CSE,51671,88104,92122,55774,64454,93790,97489,67159,JNTUH,2
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,MDL,2008,ECE,75311,97649,88139,75311,89030,98444,96694,93969,JNTUH,2
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,MDL,2008,EEE,72783,72783,89951,72783,72783,72783,89033,76452,JNTUH,2
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,MDL,2008,MEC,58347,70208,91326,58347,75256,91043,99432,93591,JNTUH,2
SKEC,SREE KAVITHA ENGINEERING COLLEGE,KHM,2001,CSE,82665,99301,82665,82665,82665,82665,98087,99093,JNTUH,2
SKEC,SREE KAVITHA ENGINEERING COLLEGE,KHM,2001,EEE,97097,97097,97097,97097,97097,97097,97097,97097,JNTUH,2
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,MDL,2005,CIV,56375,56375,71575,56375,97865,56375,99199,97483,JNTUH,2
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,MDL,2005,CSE,43329,94996,72737,43329,61521,92916,97193,91642,JNTUH,2
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,MDL,2005,ECE,83480,83480,99113,83480,97828,83480,97558,83480,JNTUH,2
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,MDL,2005,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,2
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,MDL,2005,MEC,56425,72759,56425,56425,56425,56425,98491,90731,JNTUH,2
SNIS,SREENIDHI INSTITUTE OF SCI AND TECHNOLOGY,MDL,1997,CIV,14253,42588,39469,14253,24101,69491,57695,24398,JNTUH,2
SNIS,SREENIDHI INSTITUTE OF SCI AND TECHNOLOGY,MDL,1997,CSE,5085,18291,7352,23126,7120,17657,28828,33806,JNTUH,2
