INST CODE,INSTITUTE NAME,DIST,YEAR_OF_EST,BRANCH,OC,BC_A,BC_B,BC_C,BC_D,BC_E,SC,ST,AFFILIATED,CODE
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,MDL,2005,CSE,15986,48545,25564,60269,25214,54998,73997,47518,JNTUH,1
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,MDL,2005,ECE,20711,68197,39929,59324,37995,80564,85040,78092,JNTUH,1
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,MDL,2005,EEE,32312,93375,95514,75652,57756,92682,95019,87105,JNTUH,1
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,MDL,2005,INF,20565,80282,35190,20565,36168,75579,90250,59730,JNTUH,1
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY,MDL,2005,MEC,83511,83511,84242,83511,98417,83511,96306,90377,JNTUH,1
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,RR,2006,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,RR,2006,CSE,47384,89468,71926,47384,70520,82638,92947,53337,JNTUH,1
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,RR,2006,ECE,63641,63641,91809,94531,63641,76748,68505,76347,JNTUH,1
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,RR,2006,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,RR,2006,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
GNIT,GURUNANAK INST OF TECHNOLOGY,RR,1999,CIV,31213,68209,82567,60841,53682,31213,86717,48176,JNTUH,1
GNIT,GURUNANAK INST OF TECHNOLOGY,RR,1999,CSE,12274,36596,21921,12274,21192,37552,58774,40054,JNTUH,1
GNIT,GURUNANAK INST OF TECHNOLOGY,RR,1999,ECE,16117,44856,28901,93113,24692,66317,72559,55471,JNTUH,1
GNIT,GURUNANAK INST OF TECHNOLOGY,RR,1999,EEE,20680,95955,34366,20680,41836,68616,74610,49539,JNTUH,1
GNIT,GURUNANAK INST OF TECHNOLOGY,RR,1999,INF,15588,55759,25169,15588,25910,47809,77127,63289,JNTUH,1
GNIT,GURUNANAK INST OF TECHNOLOGY,RR,1999,MEC,28743,94529,92196,28743,63254,93182,99499,47515,JNTUH,1
GNPT,GANAPATHI ENGINEERING COLLGE,WGU,2005,CSE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
GNPT,GANAPATHI ENGINEERING COLLGE,WGU,2005,ECE,46687,46687,46687,46687,46687,46687,46687,46687,JNTUH,1
GNPT,GANAPATHI ENGINEERING COLLGE,WGU,2005,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,1997,CIV,16510,56909,27521,16510,31715,63487,47973,28305,JNTUH,1
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,1997,CSE,5250,16558,8039,30311,8217,13494,30317,24809,JNTUH,1
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,1997,ECE,7330,25227,13809,21461,12104,30409,44787,34045,JNTUH,1
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,1997,EEE,10457,30077,20720,21644,20554,42149,48335,31468,JNTUH,1
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,1997,INF,7652,30464,14335,31995,12670,29740,51892,41746,JNTUH,1
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,MDL,1997,MEC,14044,54896,28285,30952,27584,40982,49393,34913,JNTUH,1
GTEN,GANDHI ACADEMY OF TECHNOLOGICAL EDUCATION,SRP,2008,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
GTEN,GANDHI ACADEMY OF TECHNOLOGICAL EDUCATION,SRP,2008,CSE,79034,79034,96374,79034,82626,97745,99205,84762,JNTUH,1
GTEN,GANDHI ACADEMY OF TECHNOLOGICAL EDUCATION,SRP,2008,ECE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
GTEN,GANDHI ACADEMY OF TECHNOLOGICAL EDUCATION,SRP,2008,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,CIV,39723,95258,79143,45435,51356,94972,90466,54355,JNTUH,1
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,CSE,15566,45240,24504,67881,23787,48691,63161,43418,JNTUH,1
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,ECE,19279,76170,34836,29117,35861,90264,82239,58019,JNTUH,1
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,EEE,29864,96228,61488,29864,44425,65145,88621,57332,JNTUH,1
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,INF,16476,54114,27783,16476,30838,49044,80396,59918,JNTUH,1
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,MEC,93999,93999,98908,93999,94832,96969,98778,93999,JNTUH,1
GURU,GURUNANAK INSTTECH CAMPUS,RR,2001,PHD,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MDL,2001,CSE,24125,61769,43660,42575,41348,64372,87986,65278,JNTUH,1
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MDL,2001,ECE,38146,95478,59408,58818,52610,77161,93981,86285,JNTUH,1
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MDL,2001,EEE,58229,89949,93109,70508,69952,83890,90464,88733,JNTUH,1
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT,MDL,2001,MEC,77814,77814,83641,77814,91673,77814,91058,95347,JNTUH,1
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,MDL,2001,CIV,44447,72674,44447,44447,68778,69937,91425,90709,JNTUH,1
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,MDL,2001,CSE,28992,81649,76180,48639,71492,96889,99045,60114,JNTUH,1
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,MDL,2001,ECE,71267,95353,98203,71267,92396,93092,99118,83781,JNTUH,1
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,MDL,2001,EEE,76436,76436,76436,76436,76436,76436,88267,85655,JNTUH,1
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE,MDL,2001,MEC,51886,76051,51886,51886,87656,51886,90299,51886,JNTUH,1
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,ANE,22615,57020,30764,22615,25460,49124,67035,59903,JNTUH,1
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,CIV,31879,68653,63975,31879,49825,95310,91838,70708,JNTUH,1
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,CSE,12421,36221,18810,25185,18251,45777,65404,43482,JNTUH,1
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,ECE,16910,52610,31080,53865,28364,59425,84769,68602,JNTUH,1
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,EEE,23483,76482,51610,51807,42985,54705,90568,65004,JNTUH,1
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,INF,17484,58212,28248,85337,30533,55935,86257,66611,JNTUH,1
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,MDL,2000,MEC,29482,92237,43460,29482,59335,94101,90324,73150,JNTUH,1
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SDP,2001,CIV,78952,78952,78952,78952,78952,78952,79423,95092,JNTUH,1
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SDP,2001,CSE,52849,98513,89700,92607,98770,96849,84478,75154,JNTUH,1
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SDP,2001,ECE,67150,67150,98142,67150,67150,67150,87001,94154,JNTUH,1
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SDP,2001,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SDP,2001,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,RR,2007,CIV,60637,83402,98433,60637,92284,66911,98692,99682,JNTUH,1
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,RR,2007,CSE,30442,80290,53157,30442,48785,93811,99064,81512,JNTUH,1
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,RR,2007,ECE,36496,79464,73068,36496,56003,80379,77906,85004,JNTUH,1
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY,RR,2007,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,RR,2001,CIV,46094,95163,93114,46094,79986,59092,90788,61010,JNTUH,1
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,RR,2001,CSE,19227,63451,33534,96759,28572,54329,88831,57420,JNTUH,1
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,RR,2001,ECE,27734,84358,50923,84851,46324,92483,95359,77722,JNTUH,1
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,RR,2001,EEE,39138,87203,96833,39138,66098,88450,96449,89252,JNTUH,1
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,RR,2001,INF,24471,76207,38423,24471,36477,60248,95532,71752,JNTUH,1
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY,RR,2001,MEC,88281,97198,92307,88281,93740,97407,98179,94584,JNTUH,1
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,WGR,2001,CIV,89682,89946,89682,89682,89682,92831,96564,90436,JNTUH,1
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,WGR,2001,CSE,75026,94248,94318,94857,93089,98124,91041,86875,JNTUH,1
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,WGR,2001,ECE,44967,82707,64452,44967,69480,96020,99014,87685,JNTUH,1
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,WGR,2001,EEE,90870,90870,90870,90870,92914,90870,91204,94147,JNTUH,1
JAYA,JAYAMUKHI INSTITUTE OF TECHNOLOGY AND SCIS,WGR,2001,MEC,55831,55831,55831,55831,55831,55831,55831,55831,JNTUH,1
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,CIV,36855,98898,84194,36855,78465,94349,98691,53498,JNTUH,1
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,CSE,15010,39932,25180,15010,22882,44234,66624,43757,JNTUH,1
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,ECE,20081,67731,34303,84003,33249,63890,84455,59876,JNTUH,1
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,ECM,43263,69811,83771,43263,59223,73830,43263,43263,JNTUH,1
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,EEE,32298,92236,96648,62626,55919,32298,98543,74463,JNTUH,1
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,INF,18599,56466,28587,18599,34884,58182,87786,81550,JNTUH,1
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,MEC,41365,79839,84694,52532,93893,59869,97488,80266,JNTUH,1
JBIT,J B INSTITUTE OF ENGG AND TECHNOLOGY,RR,1998,MIN,42896,42896,42896,42896,67426,42896,42896,64338,JNTUH,1
JMTK,JYOTHISHMATHI INST OF TECHNOLOGY SCIENCES,KRM,2008,CIV,31399,31399,31399,31399,31399,31399,95588,70217,JNTUH,1
JMTK,JYOTHISHMATHI INST OF TECHNOLOGY SCIENCES,KRM,2008,CSE,55115,94807,72327,59493,96208,96567,93228,66409,JNTUH,1
JMTK,JYOTHISHMATHI INST OF TECHNOLOGY SCIENCES,KRM,2008,ECE,87753,88845,89858,87753,87753,87753,87753,87753,JNTUH,1
JMTK,JYOTHISHMATHI INST OF TECHNOLOGY SCIENCES,KRM,2008,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KRM,1997,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KRM,1997,CSE,56680,87632,64023,62255,70287,82504,92958,63140,JNTUH,1
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KRM,1997,ECE,68213,72083,88045,68213,68213,83930,81987,73603,JNTUH,1
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KRM,1997,EEE,39238,39238,87963,39238,39238,39238,62667,39238,JNTUH,1
JMTS,JYOTHISHMATHI INSTITUTE OF TECHNOLOGY AND SCI,KRM,1997,MEC,85159,85159,85159,85159,97833,85159,85159,85159,JNTUH,1
JNKR,JNTU COLLEGE OF ENGINEERING,JTL,2007,CSE,5979,10305,8944,5979,9192,13562,16772,13659,JNTUH,1
JNKR,JNTU COLLEGE OF ENGINEERING,JTL,2007,ECE,8265,14769,10397,8265,11536,13871,24568,25147,JNTUH,1
JNKR,JNTU COLLEGE OF ENGINEERING,JTL,2007,EEE,9420,16457,12719,86609,12794,26608,22155,20628,JNTUH,1
JNKR,JNTU COLLEGE OF ENGINEERING,JTL,2007,INF,10008,14879,12814,10008,12715,13567,32989,27148,JNTUH,1
JNKR,JNTU COLLEGE OF ENGINEERING,JTL,2007,MEC,10984,29828,14887,10984,14502,33114,37759,22935,JNTUH,1
JNPASF,JNTU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,HYD,2008,DTD,22085,91638,30755,22085,24796,42071,87859,61382,JNAFAU,1
JNPASF,JNTU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,HYD,2008,FSP,67898,81845,67898,67898,76930,73925,77185,78114,JNAFAU,1
JNPASF,JNTU SCHOOL OF PLANNING AND ARCH - SELF FINANCE,HYD,2008,PLG,13668,50932,36405,13668,60010,89755,43412,13668,JNAFAU,1
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,CHE,7964,15365,14858,10337,14125,21078,24338,16178,JNTUH,1
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,CIV,4698,8184,6121,4698,5168,7275,14571,11224,JNTUH,1
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,CSE,805,1447,1116,805,963,805,5859,5696,JNTUH,1
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,ECE,1555,1762,1817,4489,1835,1988,8621,10462,JNTUH,1
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,EEE,2462,4696,3481,2462,3555,4103,11617,11290,JNTUH,1
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,MEC,2951,9006,4602,2951,3998,4485,13578,12709,JNTUH,1
JNTH,JNTU COLLEGE OF ENGG,MDL,1965,MET,13398,54108,18050,13398,23400,41571,48710,25072,JNTUH,1
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH,MDL,1965,CIV,6841,7302,10938,6841,9206,10988,19764,13941,JNTUH,1
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH,MDL,1965,CSE,1810,3920,3124,1810,3897,2379,12054,8503,JNTUH,1
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH,MDL,1965,ECE,3051,10363,5123,9586,3902,4656,14288,13827,JNTUH,1
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH,MDL,1965,EEE,4294,11116,6106,4294,4619,4294,18442,11973,JNTUH,1
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH,MDL,1965,MMS,11753,22729,16380,11753,18011,70928,27852,24177,JNTUH,1
JNTHMT,JNTUH-5 YEAR INTEGRATED MTECH,MDL,1965,MTE,13185,36269,22303,13185,17720,13185,66824,32708,JNTUH,1
JNTM,JNTU COLLEGE OF ENGG,PDL,2010,CIV,13519,32340,20962,13519,27034,29428,43450,27053,JNTUH,1
JNTM,JNTU COLLEGE OF ENGG,PDL,2010,CSE,12214,20319,15007,34810,13412,12214,28775,28060,JNTUH,1
JNTM,JNTU COLLEGE OF ENGG,PDL,2010,EEE,13369,30870,19613,13369,19904,36465,36312,29190,JNTUH,1
JNTM,JNTU COLLEGE OF ENGG,PDL,2010,MEC,16654,28994,24731,24746,23816,94221,46131,30836,JNTUH,1
JNTM,JNTU COLLEGE OF ENGG,PDL,2010,MIN,20823,75738,27084,20823,29724,20823,49265,25891,JNTUH,1
JNTS,J N T U COLLEGE OF ENGINEERING,SRD,2012,CIV,13925,24385,17410,27370,21941,28128,35030,21821,JNTUH,1
JNTS,J N T U COLLEGE OF ENGINEERING,SRD,2012,CSE,8877,12149,10353,8877,9743,30429,24229,19517,JNTUH,1
JNTS,J N T U COLLEGE OF ENGINEERING,SRD,2012,ECE,10243,20306,13675,10243,11879,10243,25665,13918,JNTUH,1
JNTS,J N T U COLLEGE OF ENGINEERING,SRD,2012,MEC,15304,34029,18692,37309,23208,39482,38606,25237,JNTUH,1
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,RR,2002,CSE,39092,77169,62654,57833,53692,83576,95547,91236,JNTUH,1
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,RR,2002,ECE,61137,96039,89046,75898,94167,82122,66607,90552,JNTUH,1
JOGI,JOGINPALLY B R ENGINEERING COLLEGE,RR,2002,INF,50153,93354,85997,50153,67042,68609,56006,55654,JNTUH,1
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MBN,1997,CIV,46100,61506,46100,46100,76280,46100,98800,90760,JNTUH,1
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MBN,1997,CSE,53912,90727,98535,53912,90588,82065,84659,84631,JNTUH,1
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MBN,1997,ECE,22087,89952,72898,22087,22087,54219,79570,74031,JNTUH,1
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MBN,1997,EEE,55153,91378,78928,55153,74801,55153,88725,55153,JNTUH,1
JPNE,JAYA PRAKASH NARAYAN COLLEGE OF ENGINEERING,MBN,1997,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,NZB,2001,CIV,56281,56281,56281,56281,90540,62670,89634,94938,JNTUH,1
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,NZB,2001,CSE,79055,79055,95889,79055,96080,79055,97304,79055,JNTUH,1
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,NZB,2001,ECE,60475,64706,60475,60475,79893,60475,60475,60475,JNTUH,1
KCEA,KSHATRIYA COLLEGE OF ENGINEERING,NZB,2001,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,RR,2008,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,RR,2008,CSE,43311,75943,62636,43311,63135,80033,94958,96765,JNTUH,1
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,RR,2008,ECE,72074,92065,93052,72074,98901,72074,80818,84248,JNTUH,1
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,RR,2008,EEE,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
KGRH,KGREDDY COLLEGE OF ENGG AND TECHNOLOGY,RR,2008,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,CIV,21429,50378,42211,34101,37807,51266,54183,34344,KU,1
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,CSE,8059,26957,13704,8059,13695,21491,38874,32692,KU,1
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,CSN,14097,45485,21030,14097,24823,52100,64073,83597,KU,1
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,ECE,12341,37021,20314,21894,20923,29819,49800,35968,KU,1
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,ECI,28854,88576,54828,28854,43258,88608,86861,85677,KU,1
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,EEE,14177,49145,27100,14177,33970,40456,54469,36238,KU,1
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,EIE,33372,51578,46261,68134,66001,53815,99339,85316,KU,1
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,INF,11969,47060,19042,61415,15285,24475,61403,43130,KU,1
KITS,KAKATIYA INSTITUTE OF TECHNOLOGY AND SCI,WGU,1980,MEC,19430,64511,45784,48848,48731,26439,71785,47290,KU,1
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,KGM,2008,CIV,82199,97255,99658,82199,82199,82199,92155,88065,JNTUH,1
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,KGM,2008,CSE,70006,97736,81259,70006,88581,70006,90208,70006,JNTUH,1
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,KGM,2008,ECE,82519,99028,90579,82519,82519,82519,96152,93232,JNTUH,1
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,KGM,2008,EEE,76378,79819,90319,76378,96438,76378,91338,77823,JNTUH,1
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,KGM,2008,MEC,81573,83680,81573,81573,91201,81573,90400,81573,JNTUH,1
KLRT,KLRCOLLEGE OF ENGG AND TECHNOLOGY PALONCHA,KGM,2008,MIN,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,HYD,2007,CSE,6681,21548,10803,44560,10546,20710,48612,37266,JNTUH,1
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,HYD,2007,ECE,10277,37965,17368,43056,17805,44990,62853,38737,JNTUH,1
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,HYD,2007,EIE,26854,65520,41043,26854,44730,97424,94874,73763,JNTUH,1
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,HYD,2007,INF,9147,34599,15229,63897,15443,32998,60924,29938,JNTUH,1
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHM,2008,CIV,65316,65316,65316,65316,65316,65316,68933,65316,JNTUH,1
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHM,2008,CSE,85330,98849,95750,85330,85330,95530,91227,97667,JNTUH,1
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHM,2008,ECE,68255,68255,96823,68255,83773,68255,85295,68255,JNTUH,1
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHM,2008,EEE,94282,94282,94282,94282,94282,94282,94282,96203,JNTUH,1
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHM,2008,MEC,77241,83254,77241,77241,77241,77241,89941,90407,JNTUH,1
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,RR,2008,CIV,67993,71723,88162,67993,67993,94570,99495,90342,JNTUH,1
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,RR,2008,CSE,41654,91790,72078,41654,59961,82572,93754,90743,JNTUH,1
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,RR,2008,ECE,72567,95115,96341,72567,93839,99069,99521,96229,JNTUH,1
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,RR,2008,EEE,50847,96211,95538,78327,80048,50847,99042,99640,JNTUH,1
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,RR,2008,MEC,71966,71966,71966,71966,71966,71966,96918,87731,JNTUH,1
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,MDL,2008,CIV,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,MDL,2008,CSE,33596,53721,53271,33596,61355,92466,99075,33596,JNTUH,1
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,MDL,2008,ECE,50980,78566,81409,50980,75663,95997,58770,66689,JNTUH,1
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,MDL,2008,EEE,68441,68441,93672,68441,68441,68441,91955,68441,JNTUH,1
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY,MDL,2008,MEC,99633,99633,99633,99633,99633,99633,99633,99633,JNTUH,1
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,KRM,1997,CIV,64485,90238,98803,64485,97372,64485,80480,89160,JNTUH,1
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,KRM,1997,CSE,31606,65075,39688,31606,46244,83722,91422,60958,JNTUH,1
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,KRM,1997,ECE,50753,82694,82529,50753,82903,86223,90242,82971,JNTUH,1
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,KRM,1997,EEE,86819,86819,87976,86819,93199,86819,90846,86819,JNTUH,1
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,KRM,1997,MEC,44576,44576,44576,44576,69870,44576,91352,44576,JNTUH,1
KUCE,K U COLLEGE OF ENGG,KGM,1976,CSE,17140,36335,24924,31043,21104,52249,48626,35520,KU,1
KUCE,K U COLLEGE OF ENGG,KGM,1976,EEE,10508,41590,31798,10508,31661,57713,50464,29712,KU,1
KUCE,K U COLLEGE OF ENGG,KGM,1976,MIN,19920,20577,27060,19920,20790,19920,34663,30284,KU,1
KUCESF,K U COLLEGE OF ENGG,KGM,2012,ECE,32247,55599,92708,50693,44909,52700,73921,62446,KU,1
KUCESF,K U COLLEGE OF ENGG,KGM,2012,INF,39091,69688,98822,39091,56200,70567,93701,90044,KU,1
KUWL,KU College Of Engineering And Technology,WGU,2009,CIV,14487,28093,23914,14487,24661,54184,41105,29687,KU,1
KUWL,KU College Of Engineering And Technology,WGU,2009,CSE,10771,16261,15890,47083,14067,35118,25240,14936,KU,1
KUWL,KU College Of Engineering And Technology,WGU,2009,ECE,13064,19969,16533,13064,18174,45378,36388,25285,KU,1
KUWL,KU College Of Engineering And Technology,WGU,2009,EEE,5433,22691,20422,58505,21045,42961,37811,28970,KU,1
KUWL,KU College Of Engineering And Technology,WGU,2009,INF,14531,33200,20391,14531,21312,40337,43713,26697,KU,1
KUWL,KU College Of Engineering And Technology,WGU,2009,MEC,17376,45688,24945,17376,29203,44819,37821,31056,KU,1
MECS,MATRUSRI ENGINEERING COLLEGE,HYD,2011,CIV,23599,88225,51932,23599,47462,60788,86482,36420,OU,1
MECS,MATRUSRI ENGINEERING COLLEGE,HYD,2011,CSE,10029,37605,16312,32615,17643,35512,57236,42091,OU,1
